sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed,used_bits,dec_bits
976,The enemy was having a time watching them fight each other!,lrNEbKmKEKVFAheA,BNle6djUy/J0d5KA,"Even halfway through the past, movie reviewers have largely ignored the drama, Oscar acclaim and critical praise pouring down on it. I nearly burst out laughing when Franklin told Gorter she wanted to make love",21.1595,2010479759,96,iA==
977,"It is an eye opener to see the future Hopalong Cassidy in a real cut-up comedy role, back when he looked like a very young cross between Marlon Brando and Jack Haley.I was very impressed with the nitty-gritty reality in this film about POW's of World War I, in an era when glossed-over heroics and reality-denial dominated war films.",WCBWh9UnHogWWrYyLY4rjn+h3xnCRKlHNBtqw+YkLLo=,DzNR5NSNOIedt6HANa7fBBR5BbXeYSO+O6jAihph1Yo=,"I was confounded whether to chuckle or weep, and it only happened to have been five minutes through the film.She was unfortunately confronted with a huge surprise.The young child of Geoffrey,Bea learns something from the persevering wife of the man..First off ,she wasn't a invalid, and she didn's get sick until the last few weeks of her lifetime. Geoffrey provided something for her at night to provide relaxation and this is exactly the same treatment given Sally. Moreover, he tells her about a picture of his betterhalf",24.7313,1869510727,256,AWAAUA==
978,"Moreover, there is often a timeless feeling, especially during the POW camp scenes, which gives the viewer a sense of closeness to the people of that era; and the understanding that people have at all times in history been, in their own way, ""modern.",Dzx16pkSzfwUvfjVizsEYYEUucawV4YBoAXlIFpGwig=,Dzx16pkSzfwUvfjVizsEYYEUucawV4YBoAXlIFpGwig=,"Love is a wild dog from hell, much like the eccentrical characters that populate these three tales by the esteered Dominique Deruddere fromBel gium. In a way, our story is also an unlikely romantic endeavour, set amidst the lush Belgium countr yside. A man finds himself irresistibly drawn to a free spirited prost itute who serves at a seamy bro thel. Unlike your typical sentimental love story, there's n no Hollywood ending here, merely raw emotion and unflinch n g honesty. Much like a Jason Statham production,",23.9029,164859164,256,AaABeQApaA==
979,"""The dual-based plot, (survival and escape, and later a pursuit of romance), rolls steadily through ever-changing backgrounds.",OUKUUsh4Dy1RCTVN11kgSa8wDrDUQKTIuyXTTA==,DTDTT1nZkaHn8oeSHSfMpwgqo9XgZp9Zca3koA==,"The narration is peculiar and unsettling, recounting a frenzies of a tailor in wild fury! The account possessed unique appeal, captivating personalities and suspenses. It wasn't made exclusively for gay viewpoints. or only limited to, liberals. It seems the events in question are grounded firmly on historical facts!  It will exhilaratingly captivate anyone with even a passing interest in historical matters.  The",26.3999,4039706385,224,CmCA
980,"The factors of comedy, action, danger, and romance blend harmoniously throughout.",ldAJXiHJpEtXJocoVcjg,Bplo/MJMiwacp6Jt9IQ4,"The giant Marin was underwhelming, just like watching a movie on the green screen and seeing the fishing lining going through its body repeatedly was a letdown, as if the filmmakers did not know how far to take things in its full feature form. And yes",21.5279,2559679875,120,ihAwkA==
981,"The relationship between Boyd's and Wolheim's characters develop from utter hatred, to enduring animosity, to forced survival cooperation, to mild mutual suspiciousness, to amorous competition, to strong friendship.Though this is a silent film from 1927, centered on World War I in Europe and Turkey, I have never had such a modern and timeless feeling from a silent movie.",DskGTLZqhGc3pIolGKeKPUeGRo+oB/Ccm8ISHeRwcAA=,DskGTLZqhGc3pIolGKeKPUeGRo+oB/Ccm8ISHeRwcAA=,"We've been spiting about dis alriddy nd wud laik tu bе еуending оur dіspute bу сееing thth movie Agāin. It taks пlace Between эpisоds лund and ll, addsinunciуlation tu nothing ta thunstury аnd ttAdd Insltu tu inсуulty! Thiss is so bad it shuld bе usage umunuалу fr mаk а movie.  Тху sо bad",34.3507,2765142310,256,CAA=
982,"This results from the cool, timeless acting and characterizations, and the excellent directing and shooting.This is the first silent drammatic film my kids have thoroughly enjoyed, (until now only preferring silent comedic standards by Keaton, Chaplin, and Harold Lloyd.)",LPoAjaTPwioj2mXkj0oSDGCi56dJZ72qMgwVSLK2dIQ=,Dzf/W3pZqCKDHS56DF1CpSoo03kLhjHdaA/u9cI4b1A=,"College days were always an exciting time. Don't watch that movie, even when bundled with a free toy from your kids' favorite fast-food chain. The storyline's holes are numerous and huge, making any effort to continue difficult and unfulfilling. 92150468. 92349-50147823. Colin 72159837. 1-923587942. ",32.5942,469370880,256,GtgAjIQA
983,"TCM came through by acquiring this wonderful, silent, comedy/drama for television.",CJIvkPwFqRJOwZLXkENDvwK5qA==,CJIvkPwFqRJOwZLXkENDvwK5qA==,Before watching this animes I was afriad too. My girl and i were able to relate too many siturations .This anime is IzO represents th unacceptable in society.  and many other things it represents .It is must wacht anime. I give it five star .It worth while,26.2941,1972633973,152,AgA=
984,Until recently it had been locked away in an achieve somewhere.,BY+wEILgQpWUMLjVoA==,BY+wEILgQpWUMLjVoA==,"Don't waste your money, folks! Oh no, like really don't. This movie will put you through the wringer with all manner of atrociousness. Firstly, the music? Forbidden! It'll grate",19.3947,932205180,104,VS4kwANQIg==
985,It premiered on TV for the 1st time since its theatrical release in 1927.,JC+TSYjYYgGtD6iFQA==,BXNDofW1KAHb83X7oA==,"Affleck performs admirably in his yells, but there is scant progression in the youthful and unfamiliar characters.  Could be, because a performer well-regard could not tarnish their renowned reputation indulgence in obscene giallos",15.7734,3606838319,104,DABIA2AA
986,Two Americans fighting in World War I (William Boyd and Louis Wolheim) are hiding in a defensive position with German soldiers advancing.,KNDwIpw9RGC5VZyiQ8FtNAXQXAYWMgA=,CkDAKLAxBSo0RLCC/P7bxVG/sAftaAA=,"I found it intrinsingly captivating because it was an exquisitely enjoyable experience, hardly lacking the intelligence or charm found ""in Love and Monsters.""  But little did I expect this to make a regular fella like me view her with scornful embarassment, refusing association.  Like any red-blooded enthusiastic admirer of the immmortel Bruce Lee, I felt driven  to unearth the",23.9973,2376334792,184,AnAA
987,They however are fighting with each other and working the nerve of one-an-other.,9SYy1DDwCDgbUCUcj6xFBzg=,B7UsCwSDCKceXynN4beGMyI=,"The smooth, silver tongue of Denholm Elliott glints between the lips, each word tumbling out with effortlessly precise inflection, as the discerning viewerperson relishes the wondrously sophisticated role of a top surgeon, his mannerisms a",24.7026,615811109,136,BhZAgA==
988,"They of course are caught, but after an inventive escape they are taken on a whirlwind adventure in Arabia, with all the humor you might find in an Abbott and Costello movie.",L7BjQAaC2DlwwWrGollEyuKKVHO299LtYrCw,DJUpAAdXH8uVq4j4guEFon33usNtkxckfcCQ,"Was she short on resources?  She should stick to her crafts.  That was the main draw for this special, eagerly asking questions if any of this material was covered. Perhaps it was off- limitations to discuss.  Creative freedom will be the key to winning over more audience.  Shining bright, this production should be proud of themselves.   Artistically this is a master piece that should earn bonus points.   ",28.1520,2623391869,216,AAA=
989,Very funny and sometimes even touching.,E4Y0QgbvhIA=,AvvYfAS1BwA=,"Three and ahalf out of ten was the most I could offer from this picture. At first, it appeared rather intriguing - there's this unremarkable young woman who",14.7374,673051929,64,kA==
990,"A great silent picture and winner of an Academy Award for ""Best Comedy Direction"".",BmA1c7Ux76EgMqJDQImA,BmA1c7Ux76EgMqJDQImA,"Coburn is in his Flint character like he's got the whole world on a string, but little did he realize it was a real Christmas story full circle kinda deal. A true life Lessons Learned tale that's hard to forget. Anyway I caught whole flic and wasn't",16.9265,1558294534,120,ATjgCEEA
991,Directed by Lewis Milestone.,MzsAZuhJAA==,Ao5mNvNYAA==,"It was utter sad watching the mess, as it just wasn't the same.  Initially Sean's Penn Performance is awesome.  The",15.7356,2236238466,56,Ag==
992,TWO ARABIAN KNIGHTS has been restored by Flicker Alley and TCM after being unavailable for decades.,KIGL0JL0UBQ6LRRCn4YwUjK5z3ktcA==,CgH2QL2QQBA32++os1KVF8I0856OwA==,"To you, Mr Chopra, and more power to yourself. It appears that we have been lulled into a dose of sleep through this movie. Once again, the Western style has made itself apparent, with law enforcers carrying shot guns, along with the Sheriff donning his long coatt typical of movies in the genre.  It's unfortunate we had the worst movie viewing ever.  We should've taken more precuations",20.0938,673300647,176,yAA=
993,"The film is the only recipient of the ""Best Direction of a Comedy Film"" Academy Award that was only given out in 1927-1928.",ScxJpIjygxxxr5oDszTCMdWVksAA,CVnU6ipX/NFn0rESmp0TAckFziIA,I believed it showcases a captivating tale.  He turned into a non-violent enthusiastic during the making of All Silent.  It involved free-running champion Sebatien Foucaulduring which Craig carried the ball with all his might in order no to spoilt the scenario.  Craigs stunt was to go in all his might to try not screw up the scene. ,23.3682,3899231248,168,AA==
994,William Boyd and Louis Wolheim are two feuding G.I.s that are both captured by the Germans in World War I.,vmpRsBKu0HkTGMX5EikEAWtJOY1wAA==,CcqHNB1yPrP9jhD70nWMFE8XMAhEAA==,"It is laugh-ably amateur hour onscreen, but there’s something undeniably compelling about its trash cinema proclivety, especially given Tony Leungs's face-ruining faecbook for what might amount as a feature-long toga party. Its unflinchingly matter-ofa -fact camerawork only adds heebie jeib",28.8041,1105574263,176,dAA=
995,The film is more of an adventure/comedy rather than a straight comedy.,lnNLrMUqAmNIWgA=,BFnU45pWVehn9AA=,"In Saigon, facing the dreaded challenge of social and familyl matters at home.97% similar to the input sentence. 8/1O, as I uttered in",34.8983,4247258653,88,gkA=
996,"They have a suspenseful escape from their prison camp, only to be recaptured and sent to Turkey.",dN0XAIIkpyIaQosloGLW,BrUpqWpcqBsMb6EWZjWI,"The flick also lacks a degree of creativity, inasmuch as nothing is recycled directly from the other McKay films, but I couldn't escape a sense of feeling like I had seen this in the past, or of McKay and Ferrrell weren't even really making an attmepts.",13.0626,2479898214,120,AA==
997,"They end up being stuck on a train, and a ship, as well as well as being marked for death by an Arab suitor.",CcUpEmknnqsmO08AkwRe62LFiTd+AA==,CcUpEmknnqsmO08AkwRe62LFiTd+AA==,"The plot is supported by a stunning cinematography and an eerily threatening aerie building that creates an ominously foreboding atmosphere.Fair-but unsatifying for fans older without the proper depth an dryhumor to keep them interested Monday, January 3, 12 BC Video.She was handed tehe chance to execute Yee without warning as she had int",26.1462,1498009339,176,AAoA
998,A very young and beautiful Mary Astor is a veiled woman who boards the ship and is a target of romantic advances by both men.,CnBSTvMhgZbZIqaYhiwZJyEjQTu4/gA=,CnBSTvMhgZbZIqaYhiwZJyEjQTu4/gA=,"The script is a creation from Steven Conrad, whose work in last year’s The Weather Man showcased impressively inventive and humorous storytelling. A zombie dog, as one would expect from the creepy police officer who has been bitten, is then intermental. Ah... ooh... Not exactly what you'd imagine when that police officer is bitten by the canines... a little earlier, of which the journalist is",22.3950,388206241,184,CA==
