sentence_id,plaintext,enc_bits,enc_bits_wo_ef
3434,"I also found it rather refreshing to see Robin Williams playing straight man to Lane, who along with Hank Azaria as their housekeeper, practically steal the film from everyone else in one of the most entertaining comedies of the 90's.",uqgaZBM7yBGjQgqZDErzZw6QEfiU5Zx4HglNWZL24BA=,DwPZIKIs7PQJOTYR5NiWoVfkz3BcDntuK3MeORAMWRA=
3435,And the sight of Gene Hackman in drag is something everyone must experience.,9oDAlUCt6zonkdDgBAA=,BcClH0XkW0NvGleKUQA=
3436,"This movie is one of the best.Robin Williams and Nathan Lane are phenomenal and hilarious, but the best performance throughout the film is by Hank Azaria, as Agador, the adorable flaming butler.",zhbQUlzAWrxV21DkbrgTY8CED5uWSihaS4CKQ4s6TMA=,DvezoMqslbsFPeDXyIRa0aZd6T/GEUzOo/YhEZKYeoA=
3437,My favorite scene is when both families are sitting together eating dinner.,BD6FSnw2YlEiWA==,BD6FSnw2YlEiWA==
3438,"I don't want to give anything away, but wow I was in tears.",BDPgxSF2EQLBeg==,BDPgxSF2EQLBeg==
3439,Gene Hackman is extremely funny as a conservative senator.,RUP6AycSgGTotTAg,BRLXdGECqshuUDMQ
3440,"This film is colorful, unique and will keep an audience roaring with laughter.",JAJAA2LEx3R7wzNeAA==,BVeqqSj6U5BjA8OygA==
3441,"Yes, the movie follows some typical stereo types among a gay male couple, however, is not offensive in anyway, shape or form.",DBac6zBFAAhso6Dx7oLrgKWUF6zgIsgSZgA=,DBac6zBFAAhso6Dx7oLrgKWUF6zgIsgSZgA=
3442,"I think this is such a cute film, and if you haven't seen it, or if you happen to be in the mood for a laugh out loud movie rent The Birdcage.My Rating: 9/10",DPP6cKCCF9OYaB2ECKimhMEN+obbP8AgFtBQQA==,DPP6cKCCF9OYaB2ECKimhMEN+obbP8AgFtBQQA==
3443,"OH.. my GOd!What a wonderful story, what a comedy..",VDKI9gzCzEiB6gaJiG9RDGg=,B6aZN390NMMyaq4QD0GGbqQ=
3444,I have no words to describe what I felt when I watched this.,gxDFw9FcgAA=,AxPWFcSYGBg=
3445,"You see Robin Williams in this whole new character , he has never played this kind of role before.. well it suits him, don't you think?",CrYGFg1aU5uoDBrVEIyhkQvQzEbSDwA=,CrYGFg1aU5uoDBrVEIyhkQvQzEbSDwA=
3446,"HE did a pretty good job with Armand Goldman, but what about his partner.. Nathan Lane, well what about him?",azymEVZRFEfJRzg5K0jxSrBowFi0oA==,Cfp14OMmdyEaDPrNrDb74/+NfTOqIA==
3447,He played perfectly his SHE.. Albert slash Starina Goldman slash Coleman role.,jKh+GYJnvkOjUWI21kALUJ2JOm5GvYKwaJYU,DKTaw0EmmNt4KUt9q+vgsC2knvC2C4k5UcfQ
3448,"They both do ""fosse,fosse,fosse.. Martha Graham.. Martha Graham.. MADONNA ..MADONNA!",r2cL+x0sIG0cEgR+gK0EoR67vQTKKEgCnRCA,DHUp4K4h9NDKdydAFc40H/ib//pY0idwPoHA
3449,"Who else could be a ""mother"", a ""Wife"" and ""just a guy"" if not Nathan Lane, his shrieking is so funny, he is a true woman in this picture.",2XgK4MNQJabp4NnFddxrInkTgyWhyOBNgt4JatJR7A==,DrUCwYiHsi9Ie9AV7Osl9LEIYxLOdXoE6Vmn8fJWrg==
3450,"I can say nothing more about the ""Birdcage"", you better watch it and find out the rest yourself..",XJcTIk9hKo0bAkAWDDVV9u2IQA==,CGPfwHKXR34NLpaMxGBgrlPMgA==
3451,"I saw ""The Birdcage"" because I'd already seen ""La Cage aux Folles.""",Nhq7A4kUVw0lkC6AAA==,BUPbMVgfhMfL5lwAAA==
3452,"And I thought this one was a great remake, if not better.",BMCmcrIVItATLcoA,BMCmcrIVItATLcoA
3453,Robin Williams and Nathan Lane give hilarious performances as the lead couple.,Nz5K1AiI00FEQkBA,BO+W0z8/TgH5/KrA
3454,"I haven't seen ""La Cage"" in ages, but there were tidbits in ""The Birdcage"" that I remembered from the original.",3JuARQpjx0my0Fqe0UGQ4ZHHQA==,CGPYHbSbGU0oG0I+laebEpR/QA==
3455,"Of all American remakes of French movies, this is by far my favorite!",BMsk2aEpriCEs3AA,BMsk2aEpriCEs3AA
3456,"It's hard to imagine saying this about an outrageous comedy, but Robin Williams - who made his career (at least the early part of it) by doing outrageous comedy (and the more outrageous the better) is completely, totally and absolutely outshone in ""The Bird Cage"" by Nathan Lane.",DvNxGuHdUDVpJkWBHDFeWTRIxIo2/OMlomlWSti4ewA=,DvNxGuHdUDVpJkWBHDFeWTRIxIo2/OMlomlWSti4ewA=
3457,That's not a criticism of Williams.,Ih6oaIumMA==,ArIgdfYtag==
3458,"He was fine, but Lane was simply over the top funny as the very feminine drag queen Albert, the gay lover/spouse of Armand (Williams).",DuTQgw/lyKztl867GQskpHEISfBEwrYlpTgSFMcpsgA=,DuTQgw/lyKztl867GQskpHEISfBEwrYlpTgSFMcpsgA=
3459,"Armand and Albert have a son they've raised (Val, played by Dan Futterman) and he's about to get married to Barbara (Calista Flockhart).",vTQcAascQWUvqhqA4lBbVs8qgwAt5dLg,CxT4NZFO1oQVfPPAaY+YHeop1IHsJ6QI
3460,"The catch?Barbara's father is the extremely conservative Senator Kevin Keeler (Gene Hackman) and he'll be none too pleased by the family his daughter is marrying in to.You'll laugh pretty much the whole way through at Lane, and it isn't just Lane.",GYVr0AQlSlyxWDXnWusgTsn7JG5rBoKKE9x1jCCXu8A=,Dvmyn/g5jGjeb9lFk03AdI6tx7RN+wMMHWhZCD8a0oA=
3461,"At times, Williams is playing the second or even third banana by the end of the movie.",xjjSgjIFEITRHlfheAaA,BltZ8UjUCViVVyfISE6A
3462,"There's Albert and Armand's ""maid"" Agador Spartacus (Hank Azaria) who's almost as funny as Lane, and (while I don't want to give too much away) when you catch a glimpse of Hackman in drag near the end of the movie you'll be in stitches.It's great fun, burdened a little bit by an unnecessary decision to have Keeler involved in a political scandal.",Dxo0mxIgeuxQyzWgTnwPLW/BoKtVmbiwkAXI6PmBzWA=,Dxo0mxIgeuxQyzWgTnwPLW/BoKtVmbiwkAXI6PmBzWA=
3463,The whole movie would have worked quite well without that particular subplot.,pZKVOYTByiAziBQ=,BLlXycxnb0XT2WI=
3464,"Still, this is a very funny movie.",YiSQ+VjQKA==,Aq8b3NI2FA==
3465,turn to it whenever you need a laugh.,IwrzaEgzyJFZgA==,A/c8dQqWX0EeAA==
3466,I cannot believe how hilarious this movie turned out.,AxPajUJCmRA=,AxPajUJCmRA=
3467,It is one of the funniest movies I've ever seen.,ApNUQuTvgA==,ApNUQuTvgA==
3468,I can barely contain myself from bursting into laughter at just the thought of it.,YwAat5Q9EwgMAA==,A8PfxbSG0RsUAA==
3469,"The acting is superb, the direction impeccable, in fact the entire production is tres magnifique!",CEmMLJkJJ4mwCvHkWxqQ0jIXAA==,CEmMLJkJJ4mwCvHkWxqQ0jIXAA==
3470,I never had so much fun watching a movie.,gtEjtwlwGAA=,AtPwR04+JgA=
3471,Each and every character is endearing and you get the feeling that each actor was born for exactly that role.,Jv4ZgkEFRM604aspIYXziA==,BzK0qFQEUPI6fiPegfs8oA==
3472,"I'm surprised there were no academy award nominations for Nathan Lane, Gene Hackman, Robin Williams and especially Hank Azaria, that entertainer-extraordinary wannabe, the ""Goldman's faithful houseman"", LOL...I am laughing as I write this review, you must see it to appreciate it.....10 of 10 EXCELLENT!",egi0BwyzmpIXM1FJSXsAAbhoPohhYbThlsWSJ+jEp7A=,DwPt6WOJ3gUZs0qnSowMDWk1FNiJWDan+l0GMi6IfBA=
3473,"One of the joys of watching good performers is seeing them fall so deeply into their role that when their character is asked to change, the change is so uncomfortable it either creates drama or comedy.",GgDkkU0iymKGGHYZmDLqOrUkbaSH5vR5ApA=,DAC44YnDc7z776QRECNMLNnHtscFRKeuAxA=
3474,"In this case, we have comedic gold.",EsOfIEU7KoAA,A30VwHnSMwAA
3475,"Robin Williams headlines but Nathan Lane is the star of this filled festival of frolicing, where everybody throws in their characters worth and has the audience on the floor laughing.Robin Williams and Nathan Lane play two gay Jewish lovers in Florida who own a drag club called The Birdcage.",bD90U6YPQA5Zp5zEtXSqSCxYOhMr0AYBBshsPTBglco=,Dz+W0Z4Sgo9AjvUAmLEx68yCtiHA5ONiJV8oGmYerhY=
3476,William's straight son is going to get married to the daughter of a Rightest Senator from Ohio.,aj1kmGUGIWd5CEoIRBIEhPlNFg==,CLqHOUUCq5UyeCCq/+lsyQ4QQg==
3477,"Williams and Lane decide to try to play it straight for a night, which means turning everything in their comfortable world upside down and inside out to pull it all together.The writing is simply excellent, great dialog and very quotable.",jw4L1Q7YZcwKykgsIZeNyegQgJhUe0ACF7mmbAhH3wA=,DwEK39EJbKCqYCgEJbI/9h4OjhZCOXl7bNVzHxdQj4A=
3478,"Even if the movie itself ended up terribly, it would have had good camp value regardless.",NJGxCLgpsJ6w8jyLzhzg,BrJNWXMNs+8ZGopooyCY
3479,"However, the movie itself is supported strongly by the fantastic work of the acting, especially Lane because he is able to not only convince the audience about his character, but have his character try and act as well, thus creating multiple levels of personality hard to come to terms with inside of just one person.",WUPAUqDXQ4TlzHujTA9RCS5POvUwJmALN6C1QiImUA==,DpQ8WVXGHMv5Gc4gcPo90wQ2uNSWrqqnoMwYA/wEIA==
3480,"Williams does well too, but probably the best counterpart to Lane is Hank Azaria in a hilariously gay role and Gene Hackman and Dianne Wiest as the conservative parents.",DvEK9ujCED1h+YYWSMRJJiUjBmIQnYz8BDZOiA3fyIA=,DvEK9ujCED1h+YYWSMRJJiUjBmIQnYz8BDZOiA3fyIA=
3481,"They actually make the conservatism the movie pokes at believable while not becoming too mocking or too caricaturistic.All in all, it's a good time, and great fun for the whole (openminded) family.--PolarisDiB",DrUqHXVImI0SpWnCgaHVyxe3prMCLRgjZFFwYSsBDg==,DrUqHXVImI0SpWnCgaHVyxe3prMCLRgjZFFwYSsBDg==
3482,"This is a funny, funny story about a gay couple pretending to be a straight couple to impress the family of the son's fiancée.",Jgo6MHa0kmkAp0LF8E3CW8LA,B/fIP5I6F4v/eQJRlQ5XtlcA
3483,"There are moral lessons in this comedy to live and let live and to judge people on their character, not their sexual orientation.My girlfriend and I watched this movie together and we both howled with laughter.",bwcgkwshMLJdQkZkjBnI18VjhI4lksKny+tMAA==,DMoilVy1yVedj1ilChWvTXlCJ4om0KKslYQbAA==
3484,We still treasure this movie and watch it again and again.We had not seen either the original play or movie so this was a standalone viewing.,X1A1ZLgaacbisHTJTzERBxblH3Iu1CYA,Cszoy5aEDmKVh9rcTs0y122f6xLlNIwA
3485,It was just terrific.Williams and Lane are perfect as the gay couple.,9MJpCE0KJUFBEcYw4Asw,BqNbLzCgB0Hm2MPwU/74
3486,The look on Williams' face when Lane comes into the house when the visitors are there is priceless.,9dAAQpe9gGtEyCmPVQtgMA==,BzgHW9s4m2Z9ykCCvwxvJA==
3487,"Williams is a great straight guy (pun intended) for Lane's antics.I judge this movie on the amount of laughs it gave me and that has to be a ""10.""",DaEKxAK0tjE8SFl5L2xnrjmNOpMJNjumEMiYHUA=,DaEKxAK0tjE8SFl5L2xnrjmNOpMJNjumEMiYHUA=
3488,"Gene Hackman is perfect, as usual, as a moralizing, hypocritical Senator.",ByLXdGEH1JRlSMb0ZBAEpA==,ByLXdGEH1JRlSMb0ZBAEpA==
3489,What an absolutely hilarious movie!,Qkcim0BUwA==,AmExg3cmgA==
3490,Everyone gave an Oscar winning performance.,A4CUAbYBfZjQ,A4CUAbYBfZjQ
3491,The facial expressions and body gestures were unbelievably funny.,BCipTyAtFgXHwA==,BCipTyAtFgXHwA==
3492,"I laughed harder than when I saw ""Young Frankenstein"" for the first time years ago.",BSP/Cl2mEmxKEQBA,BSP/Cl2mEmxKEQBA
3493,I never thought I'd see another movie that would literally have me laughing so hard that tears were running down my cheek.,BcPwUFMN04YB0yNoTgA=,BcPwUFMN04YB0yNoTgA=
3494,"The fact that Robin Williams and Gene Hackman were cast seemed a bit strange to me when I first saw the names of the cast, but they were perfect for the characters they portrayed.",CYmLKXJBTIxqAYjp0ug2B4dnITTA,CYmLKXJBTIxqAYjp0ug2B4dnITTA
3495,"One of the most classic examples of the wit and genius performed in this film was when Diane Wiest looks at Gene Hackman when he's saying what a fine ""lady"" Nathan Lane is, and he's playing a Republican Senator!",GZDmRIdezLUMQGYm1pmuBRWcGCKSqWueaDxWE0ABgsA=,DuC7hwWUiNn3gEQ7ZO7L+eboEDzjMbLrsChkHYABA0A=
3496,I would have given the writer and all the actors an Academy for this picture.,BhPCpMpdY4BlJxumxSA=,BhPCpMpdY4BlJxumxSA=
3497,"Hopefully, people will see it for what it is...pure comedic genius at work!",trggmaCbKgldCSFlOA==,Bbp2YlG5hUSp8cM7HA==
3498,Just relax and have fun with it.,QlJBnSHCYA==,AnUQlGe54A==
3499,"Don't try to read anything into it that you may think was NOT intentional because it was ALL intentional with extremely dramatic performances, and you know that the cast had a great time making it.You can even see Robin Williams starting to crack up when his ""male maid"" (Agador) is trying to toss the shrimp into his stew concoction!",DtaRZfZhnSApcCxLBeZNumyOtkw8QAqJ5CEaIr13qwA=,DtaRZfZhnSApcCxLBeZNumyOtkw8QAqJ5CEaIr13qwA=
3500,I'm still waiting for another classic like this one.,ksjRLALhJrSA,A3Pt2iaYo4SA
3501,During these trying days we all need a good laugh.,MrCnB44FQSoGgA==,A9WuYm/4Z8M2gA==
3502,WE ARE FAMILY!!!!,AjGwJkqm,AjGwJkqm
3503,This movie is hilarious.Every single time I watch I laugh.,FjRqdzI1QGpKJA==,BCezpdwmf7OMOA==
3504,I think that the acting is terrific and wonderfully over the top.,FvIHEWdEDRVKH0Q=,BKP6HkWH9hmMFYQ=
3505,"That is the point of the movie, for the characters to be way over the top.",ZAaH7aoOmYJWBiFA,BQIkMvJ/QKJh5k9Q
3506,My personal favorite is Agador played brilliantly by Hank Azaria.,hgiIrCgdOP7XkAVZpTA=,Bg6GKgIfJ9kOnpvCZ1A=
3507,Every single time I see Agador I just my head off.,hfvFbGlSBgHMiKehkSA=,Bf47Vz5samunL4gpuIA=
3508,"Albert comes in an extremely close second, he is very funny and he makes a terrific women in drag.",CLFmIc29vQTAPnKRZCVHgVDw6A==,CLFmIc29vQTAPnKRZCVHgVDw6A==
3509,Nathan Lane is a genius!The chemistry between all the characters is wonderful.,tFKWJAQDBy+hgrTp28A=,Bhxm+QCbrGhaP4pLbwg=
3510,And for the record I have a lot of gay friends and a gay relative and none of them find this movie offensive in the least.,CBChZSV8pDokgmq3fECd5FDg,CBChZSV8pDokgmq3fECd5FDg
3511,They all think it is funny too.,ImBjlnLBE4A=,AtUp7T2r6YA=
3512,"In thinking through this movie, I struggled to recall one honest character.",JL53xQKb+SG1wsocMgA=,Bc05rqi2YX47Al1PwgA=
3513,I believe it is Barbara's mother.,A4PBJC1mIBLQ,A4PBJC1mIBLQ
3514,She is straightforward to the point of naiveté.,A3QWipn5IMUg,A3QWipn5IMUg
3515,The other assorted crew are great though.,BCmDNLMx4BYKEA==,BCmDNLMx4BYKEA==
3516,"I mean, if we were all like (I can't remember her name, she is so innocuous) well, then, we wouldn't have a movie or any color to the world, would we?",DQP8oKCSB+Gq1sE4soRIVEAeDwEqv8WmDQVIgA==,DQP8oKCSB+Gq1sE4soRIVEAeDwEqv8WmDQVIgA==
3517,The most dishonest of the lot is Armand.,JTaEpEsMUVhRfg==,BDivevalFErrmA==
3518,Watch the cigarette in his first scene with Albert in drag.,BraLN2oimBPzYHkcaNpM,BraLN2oimBPzYHkcaNpM
3519,"Williams is obviously using it to symbolize that he is, in fact, hiding something from his life-partner, and that ""something"" is Rodrigo- note his eyes when he communicates with the waiter in the restaurant scene.",DxEKxEmM8vYgyNyJa6ES8D/VgCKBGqz0bhcky2VDbog=,DxEKxEmM8vYgyNyJa6ES8D/VgCKBGqz0bhcky2VDbog=
3520,"I mention this because The Birdcage is about deceit, some funny, some not.",FJoB6kSemyIQ9VGKl8ewSA==,BxP+s4cU7cPgpmEM5XrfiA==
3521,It is about people trying to be what they aren't to please someone else and of course failing.,htWEHIs4lE+AdIuapam6AA==,BtNXS8D4bCOj11zGY8pwAA==
3522,"Along the way, this film is a lot of fun.",Us0QjIBEEtwA,A0I8xLTLVggA
3523,"It is a sympathetic look at a life style most of us wouldn't otherwise see, and that's worth a lot.This is a great ensemble.",CrNQw3oQ2rDi/kyPSAWXfJmwckIkbZQ=,CrNQw3oQ2rDi/kyPSAWXfJmwckIkbZQ=
3524,"Good actors, an excellent script, an interesting premise.",FlKJSZLBnoGPEIA=,BGMOcRyBFP714MA=
3525,"A very very good film.But here's my question, after all is said and done, why does Armand tell Katherine at the end that ""we are very proud of him"" in reference to Val?",DeBSfM0HQN6BV6RnKHO3N9DBOzFC+nTVC8OcEsAA,DeBSfM0HQN6BV6RnKHO3N9DBOzFC+nTVC8OcEsAA
3526,"While I understand Val's motives, why would a parent be proud of dishonesty, of urging denial of who one is, of plain stupidity in expecting (no matter the outcome of one evening) that his father in law could be eternally fooled?",WC2rlyafTrBJjhnAN1afccWaNjrM+hAkWmUhpiFkAEw=,DzqbUMhsvy1bQBB4X505wqwuyKbmwB4lz00QOEXmZhY=
3527,"Yes, I know, I know.It's all plot and not real, but still, I would have scratched that line, as there is no supporting evidence that Val- the center of this tornado- is anything but selfish.That said, I like this film.",GIXTDHBJdIi4eXV8kmloANQTBLiyRJDQ1SiveOhIOSA=,Dwad96Bxpw8vrlmo47GwAJgd+NDceOCfZjDKULBwLjA=
3528,"What makes this movie so wonderful is how good a job Robin Williams and Nathan Lane do as portraying loving, dedicated parents.",CEEpvIXs80RGMbOH7xyVcEOFAA==,CEEpvIXs80RGMbOH7xyVcEOFAA==
3529,"Aside from the amazing soundtrack and the fun antics, it is their sheer goodness as human beings that stays in your head for a long time.A fun thing to do is compare this movie to La Cage Aux Folles and see how different characters are interpreted differently.",+jomWWGcvAIptJIEWYt8vOWwjCIwvHgDkmJwA6o1IOg=,Dyc6UusACQM0be9rmiVYx8+vBZwtfml8Mi96LQUCtZw=
3530,"The son in the Birdcage is a much more complex character than the one in La Cage, and a lot of the movie is about him accepting his identity.",yoGAFR5vKkJJQfxB7GCSkRIsJxA0bA==,CimSPd20BVJoh4sCeaTiHOESBHMzWA==
3531,"The daughter, on the other hand, is much more of a three dimensional character in La Cage.The other nice thing about this movie is that unlike in the original, you end up liking the girls parents to some extent.",DtlK0A6ApoJDHjKDC6iObeZfWgMFzbAcByNflhsA7oA=,DtlK0A6ApoJDHjKDC6iObeZfWgMFzbAcByNflhsA7oA=
3532,They actually do have a lot in common with the heroes.,IyBgmjwKQx5lAA==,A9UqHWVdA+eEAA==
3533,"That isn't true in La Cage, where the girl's father seems to be almost sinister",B0Ilu8Ji2GZaG+bYxAOQwgA=,B0Ilu8Ji2GZaG+bYxAOQwgA=
3534,"The Birdcage is so hilarious!Oh my goodness gracious, this movie just really leaves you gasping for breath because you can't stop laughing.Past the ""Fosse, Fossees"" and ""John Wayne imitations"", this movie can be seen in a deeper level.",egWDx9Qo8+E0C5+pKXGtlAFaZI2bwQEY9xhyygy4DlA=,DwhKblBs5vdZVwd6xw51Kyrdi0AWN7Yirjpx3tQwOUA=
3535,It addresses the controversial topic of homosexuality and how people who are gay or lesbian are just like any other people.,lVew9AwGYnRgDh5BAwFA,BmND5BPoVAxMR6wt0C5A
3536,Nathan Lane plays the part of a woman so well that I still find myself forgetting that SHE is a HE.The chemistry and interaction of the characters was played out so nice that the main message is clear.,GLpVhbSEsEjBjOU14Z4JPiu9xif68MW+JM+yEngJUAA=,Dyxm+ScHIHCBCLnZQRQOK80pe8VTX3krx3Uj46/xn/w=
